Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
JAI JAGANATH VT STORE,,580418001786,6/11/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
JAI JAGANATH VT STORE,,580418001786,6/11/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
JAI JAGANATH VT STORE,,580418001786,6/11/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
CUTTACK CLUB--,21AABCC7150M1ZT,580418001787,6/11/2018,127.68,9,11.49,9,11.49,0,0,22.98,150.66
CUTTACK CLUB--,21AABCC7150M1ZT,580418001787,6/11/2018,2194.32,14,307.2,14,307.2,12,263.32,877.72,3072.04
CUTTACK CLUB--,21AABCC7150M1ZT,580418001787,6/11/2018,3013.2,9,271.19,9,271.19,0,0,542.38,3555.58
CUTTACK CLUB--,21AABCC7150M1ZT,580418001787,6/11/2018,1768.6,9,159.17,9,159.17,0,0,318.34,2086.94
BASIS BETEL SHOP,,580418001788,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BASIS BETEL SHOP,,580418001788,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
BASIS BETEL SHOP,,580418001788,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BASIS BETEL SHOP,,580418001788,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BASIS BETEL SHOP,,580418001788,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BASIS BETEL SHOP,,580418001788,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BASIS BETEL SHOP,,580418001788,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
BASIS BETEL SHOP,,580418001788,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BASIS BETEL SHOP,,580418001788,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
THE KINGS,,580418001789,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
THE KINGS,,580418001789,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
THE KINGS,,580418001789,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
THE KINGS,,580418001789,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE KINGS,,580418001789,6/12/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
THE KINGS,,580418001789,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
THE KINGS,,580418001789,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE KINGS,,580418001789,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
THE KINGS,,580418001789,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
APP KA BAR APSARA BAR,,580418001790,6/12/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
APP KA BAR APSARA BAR,,580418001790,6/12/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
APP KA BAR APSARA BAR,,580418001790,6/12/2018,718.04,9,64.62,9,64.62,0,0,129.24,847.28
A.MALLICK-,,580418001791,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
A.MALLICK-,,580418001791,6/12/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
A.MALLICK-,,580418001791,6/12/2018,344.38,9,30.99,9,30.99,0,0,61.98,406.36
ADITYA CATERING &SERVICE,,580418001792,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
ADITYA CATERING &SERVICE,,580418001792,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
ADITYA CATERING &SERVICE,,580418001792,6/12/2018,226.96,14,31.77,14,31.77,12,27.24,90.78,317.74
ADITYA CATERING &SERVICE,,580418001792,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
ADITYA CATERING &SERVICE,,580418001792,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
ADITYA CATERING &SERVICE,,580418001792,6/12/2018,545.46,14,76.36,14,76.36,12,65.46,218.18,763.64
LIP SERVICE,,580418001793,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
LIP SERVICE,,580418001793,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
LIP SERVICE,,580418001793,6/12/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
LIP SERVICE,,580418001793,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
LIP SERVICE,,580418001793,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
LIP SERVICE,,580418001793,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
LIP SERVICE,,580418001793,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
BABA BAIDYANATH STORE,,580418001794,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BABA BAIDYANATH STORE,,580418001794,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BABA BAIDYANATH STORE,,580418001794,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
BABA BAIDYANATH STORE,,580418001794,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BABA BAIDYANATH STORE,,580418001794,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BABA BAIDYANATH STORE,,580418001794,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BABA BAIDYANATH STORE,,580418001794,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BABA BAIDYANATH STORE,,580418001794,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BABA BAIDYANATH STORE,,580418001794,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
K.P.BHAGAT BETEL SHOP.,,580418001795,6/12/2018,172.19,9,15.5,9,15.5,0,0,31,203.19
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JAY MAHAVIR MIXTURE-,,580418001796,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
KINGBABA RESTURANT,,580418001797,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KINGBABA RESTURANT,,580418001797,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KINGBABA RESTURANT,,580418001797,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
KINGBABA RESTURANT,,580418001797,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
KINGBABA RESTURANT,,580418001797,6/12/2018,359.02,9,32.31,9,32.31,0,0,64.62,423.64
KINGBABA RESTURANT,,580418001797,6/12/2018,150.66,9,13.56,9,13.56,0,0,27.12,177.78
KINGBABA RESTURANT,,580418001797,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
SHREE RAM OMFED PARLOUR,,580418001798,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
PATRA BETEL SHOP,,580418001799,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
PATRA BETEL SHOP,,580418001799,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
PATRA BETEL SHOP,,580418001799,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
PATRA BETEL SHOP,,580418001799,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PATRA BETEL SHOP,,580418001799,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PATRA BETEL SHOP,,580418001799,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PATRA BETEL SHOP,,580418001799,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
PATRA BETEL SHOP,,580418001799,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
NARENDRA STORE,,580418001800,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
NARENDRA STORE,,580418001800,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
NARENDRA STORE,,580418001800,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
NARENDRA STORE,,580418001800,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
NARENDRA STORE,,580418001800,6/12/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
NARENDRA STORE,,580418001800,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,37.67,9,3.39,9,3.39,0,0,6.78,44.45
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
RANGOON STORE BUXI BAZAR,,580418001801,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
STAR BETTLE SHOP-,,580418001802,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
STAR BETTLE SHOP-,,580418001802,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
STAR BETTLE SHOP-,,580418001802,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
STAR BETTLE SHOP-,,580418001802,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
STAR BETTLE SHOP-,,580418001802,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
STAR BETTLE SHOP-,,580418001802,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
STAR BETTLE SHOP-,,580418001802,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
STAR BETTLE SHOP-,,580418001802,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
STAR BETTLE SHOP-,,580418001802,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
RABI BETTLE SHOP-,,580418001803,6/12/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
RABI BETTLE SHOP-,,580418001803,6/12/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
MAA TARINI V STORE,,580418001804,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAA TARINI V STORE,,580418001804,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
MAA TARINI V STORE,,580418001804,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
MAA TARINI V STORE,,580418001804,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
MAA TARINI V STORE,,580418001804,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA TARINI V STORE,,580418001804,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MAA TARINI V STORE,,580418001804,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
PRAFULLA STD,,580418001805,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRAFULLA STD,,580418001805,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRAFULLA STD,,580418001805,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRAFULLA STD,,580418001805,6/12/2018,172.19,9,15.5,9,15.5,0,0,31,203.19
PRAFULLA STD,,580418001805,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
TRAHI ACHUTA,,580418001806,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
TRAHI ACHUTA,,580418001806,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
TRAHI ACHUTA,,580418001806,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
TRAHI ACHUTA,,580418001806,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
TRAHI ACHUTA,,580418001806,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
TRAHI ACHUTA,,580418001806,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
TRAHI ACHUTA,,580418001806,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
TRAHI ACHUTA,,580418001806,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
TRAHI ACHUTA,,580418001806,6/12/2018,37.67,9,3.39,9,3.39,0,0,6.78,44.45
CHANDAN PAN SHOP,,580418001807,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CHANDAN PAN SHOP,,580418001807,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
CHANDAN PAN SHOP,,580418001807,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CHANDAN PAN SHOP,,580418001807,6/12/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
CHANDAN PAN SHOP,,580418001807,6/12/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
CHANDAN PAN SHOP,,580418001807,6/12/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
CHANDAN PAN SHOP,,580418001807,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
YASIN STORE,,580418001808,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
YASIN STORE,,580418001808,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
YASIN STORE,,580418001808,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
YASIN STORE,,580418001808,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
YASIN STORE,,580418001808,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
YASIN STORE,,580418001808,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
YASIN STORE,,580418001808,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
YASIN STORE,,580418001808,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
YASIN STORE,,580418001808,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
CAFE CORNER,,580418001809,6/12/2018,0,14,0,14,0,12,0,0,0
CAFE CORNER,,580418001809,6/12/2018,0,9,0,9,0,0,0,0,0
CAFE CORNER,,580418001809,6/12/2018,0,14,0,14,0,12,0,0,0
CAFE CORNER,,580418001809,6/12/2018,0,14,0,14,0,12,0,0,0
CAFE CORNER,,580418001809,6/12/2018,0,14,0,14,0,12,0,0,0
CAFE CORNER,,580418001809,6/12/2018,0,14,0,14,0,12,0,0,0
CAFE CORNER,,580418001809,6/12/2018,26.75,6,1.6,6,1.6,0,0,3.2,29.95
PAYAL OFF SHOP,,580418001810,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
PAYAL OFF SHOP,,580418001810,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
PAYAL OFF SHOP,,580418001810,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
PAYAL OFF SHOP,,580418001810,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
PAYAL OFF SHOP,,580418001810,6/12/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
PAYAL OFF SHOP,,580418001810,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
ROYAL TRADERS,21ACTPS8275J1ZU,580418001811,6/12/2018,73.05,6,4.38,6,4.38,0,0,8.76,81.81
KASHI BETTLE SHOP,,580418001812,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KASHI BETTLE SHOP,,580418001812,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KASHI BETTLE SHOP,,580418001812,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
KASHI BETTLE SHOP,,580418001812,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KASHI BETTLE SHOP,,580418001812,6/12/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
KASHI BETTLE SHOP,,580418001812,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KASHI BETTLE SHOP,,580418001812,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
KASHI BETTLE SHOP,,580418001812,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KASHI BETTLE SHOP,,580418001812,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
KASHI BETTLE SHOP,,580418001812,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,914.3,14,128,14,128,12,109.72,365.72,1280.02
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
DEEP FOOD CORNER,21AVIPD7702M1ZP,580418001813,6/12/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
ESSENTIAL,,580418001814,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
ESSENTIAL,,580418001814,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
ESSENTIAL,,580418001814,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
ESSENTIAL,,580418001814,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
ESSENTIAL,,580418001814,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
ESSENTIAL,,580418001814,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
ESSENTIAL,,580418001814,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
ESSENTIAL,,580418001814,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
JAGANNATH BHANDAR,,580418001815,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JAGANNATH BHANDAR,,580418001815,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
JAGANNATH BHANDAR,,580418001815,6/12/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JAGANNATH BHANDAR,,580418001815,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
JAGANNATH BHANDAR,,580418001815,6/12/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JAGANNATH BHANDAR,,580418001815,6/12/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
JAGANNATH BHANDAR,,580418001815,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
JAGANNATH BHANDAR,,580418001815,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MANOJ BETTLE SHOP,,580418001816,6/12/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
MANOJ BETTLE SHOP,,580418001816,6/12/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
MANOJ BETTLE SHOP,,580418001816,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MANOJ BETTLE SHOP,,580418001816,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
MANOJ BETTLE SHOP,,580418001816,6/12/2018,172.19,9,15.5,9,15.5,0,0,31,203.19
HONGKONG HOTEL,,580418001817,6/12/2018,226.96,14,31.77,14,31.77,12,27.24,90.78,317.74
HONGKONG HOTEL,,580418001817,6/12/2018,538.53,9,48.47,9,48.47,0,0,96.94,635.47
HONGKONG HOTEL,,580418001817,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
HONGKONG HOTEL,,580418001817,6/12/2018,545.46,14,76.36,14,76.36,12,65.46,218.18,763.64
MIRCHI RESTURANT,,580418001818,6/12/2018,548.58,14,76.8,14,76.8,12,65.83,219.43,768.01
MIRCHI RESTURANT,,580418001818,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,48.7,14,6.82,14,6.82,12,5.84,19.48,68.18
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,53.85,9,4.85,9,4.85,0,0,9.7,63.55
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,25.97,14,3.64,14,3.64,12,3.12,10.4,36.37
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
BABA BAIDYA NATH V STORE,,580418001819,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
INDIAN GENERAL STORE,,580418001820,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
INDIAN GENERAL STORE,,580418001820,6/12/2018,38.96,14,5.45,14,5.45,12,4.68,15.58,54.54
INDIAN GENERAL STORE,,580418001820,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
INDIAN GENERAL STORE,,580418001820,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
INDIAN GENERAL STORE,,580418001820,6/12/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
INDIAN GENERAL STORE,,580418001820,6/12/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
INDIAN GENERAL STORE,,580418001820,6/12/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
INDIAN GENERAL STORE,,580418001820,6/12/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
INDIAN GENERAL STORE,,580418001820,6/12/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
SRI CHAITANYA VT. STORE,,580418001821,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SRI CHAITANYA VT. STORE,,580418001821,6/12/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
